event_id,time_s,lat,lon,peak_vertical,peak_vertical_g,peak_gyro_mag,speed_mean,event_duration,vert_jrk,num_peaks_accel,num_peaks_gyro,peak_interval_mean,peak_interval_std,asymmetry_score,vertical_energy,gyro_energy,accel_to_gyro_ratio,local_duration,score,priority,level,trip_id,label,notes,maps_link,peak_mag,peak_mag_g,suggested_label,suggested_raw_label,suggested_kind,suggestion_confidence,suggestion_rule,suggestion_reason,needs_review
378,1776414097.7415,-6.82129,109.4796033,-31.785340538276763,-3.241202708190541,1.413782234712086,3.9082859,0.7450001239776611,8.026961332566986,0,5,0.0,0.0,0.2698423575706932,35358.78871445889,1364.0836893542307,25.921275186038457,0.0,0.2990084604377351,low,normal,40a7a6c4-b8d9-447a-ba96-8503647f43bb,,,"https://www.google.com/maps?q=-6.82129,109.4796033",42.439808,4.327656029327039,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False
67,1775973581.325,-6.8655217,109.4530138,32.481064334600234,3.3121467916771,1.2282761403818157,10.531018,0.0,8.592020536549834,1,3,0.0,0.0,0.1261645191611139,31133.247357192682,970.0102718743829,32.09579138263875,0.1,0.2987130187956225,low,normal,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8655217,109.4530138",53.926125,5.498934396557439,Non-Event,Non-Event,condition_like,0.9605770090475972,ML_Ensemble(RF),Dipelajari dari data (Confidence: 96%),False
175,1776327037.658,-6.85949,109.496085,-31.7662869460272,-3.2392597824973057,1.7190112266645499,11.880818,0.0,7.4370622531073005,3,3,0.20200002193450928,0.04400002956390381,0.19017609826617235,19204.879323375142,738.4917061195785,26.005545002369864,0.40400004386901855,0.29841918152803604,low,normal,2ba192ad-a007-47e8-843d-e4f356c01155,,,"https://www.google.com/maps?q=-6.85949,109.496085",89.42089,9.11839313119159,Non-Event,Non-Event,condition_like,0.8068266294921205,ML_Ensemble(RF),Dipelajari dari data (Confidence: 81%),False
218,1776329883.638,-6.8718437,109.5321255,-31.836427696915628,-3.2464121485844433,1.313157294105508,8.133464,0.0,8.710234533740708,2,2,0.5789999961853027,0.0,0.04233523645177089,30490.95918268797,461.9209494862266,66.00904148338068,0.5789999961853027,0.2981231055418351,low,normal,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,,,"https://www.google.com/maps?q=-6.8718437,109.5321255",65.49969,6.679109583802828,Non-Event,Non-Event,condition_like,0.8501684170712304,ML_Ensemble(RF),Dipelajari dari data (Confidence: 85%),False
137,1776325476.457,-6.8951851,109.408663,30.046772059566333,3.063918061679201,0.986352184028352,8.440859,0.0,11.014405177368767,1,6,0.0,0.0,0.023096834544240788,39841.58017709906,543.6892663295653,73.28005640572724,0.1,0.29749672222551016,low,normal,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,,,"https://www.google.com/maps?q=-6.8951851,109.408663",44.26083,4.513348595085987,Non-Event,Non-Event,condition_like,0.8067435086463219,ML_Ensemble(RF),Dipelajari dari data (Confidence: 81%),False
214,1776329773.402,-6.8668141,109.5248324,31.768833973278852,3.2395195069956464,3.0949764829982955,5.474096,0.0,5.839714971944434,2,3,0.3339998722076416,0.0,0.13507106732602356,16971.149191315446,545.183779390954,31.12922614672313,0.3339998722076416,0.29675559797574946,low,normal,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,,,"https://www.google.com/maps?q=-6.8668141,109.5248324",52.593266,5.363020603366084,Non-Event,Non-Event,condition_like,0.9342820158907117,ML_Ensemble(RF),Dipelajari dari data (Confidence: 93%),False
284,1776412955.615,-6.870026,109.4526214,-31.84305831944081,-3.2470882839135498,1.4213033671269657,12.148663,0.0,8.058938171894306,3,4,0.19749999046325684,0.050499916076660156,0.05965698046660202,22307.948242507635,640.2743511081003,34.84123355723811,0.39499998092651367,0.29526234049712374,low,normal,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.870026,109.4526214",52.16018,5.318858121784707,Non-Event,Non-Event,condition_like,0.7176033546826386,ML_Ensemble(RF),Dipelajari dari data (Confidence: 72%),True
289,1776413026.318,-6.8623057,109.4532228,-31.305669807744742,-3.1922899061090937,2.063484288050493,6.7812223,0.0,7.7140736596144155,2,5,0.19000005722045898,0.0,0.17289206128571113,21999.101256702914,539.7748608839142,40.75606852071987,0.19000005722045898,0.2941491183754638,low,normal,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.8623057,109.4532228",38.782715,3.9547363268802296,Non-Event,Non-Event,condition_like,0.9026278465306597,ML_Ensemble(RF),Dipelajari dari data (Confidence: 90%),False
139,1776325481.858,-6.8951334,109.4078626,-30.41099409953076,-3.101058373606763,1.0184237311940696,9.471583,0.0,10.258722902508335,2,3,0.24000000953674316,0.0,0.33560450716127893,49922.89926489131,1065.0302447945182,46.87463052060888,0.24000000953674316,0.29360877288402576,low,normal,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,,,"https://www.google.com/maps?q=-6.8951334,109.4078626",36.61923,3.7341222537767744,Non-Event,Non-Event,condition_like,0.9743350823918775,ML_Ensemble(RF),Dipelajari dari data (Confidence: 97%),False
216,1776329842.838,-6.8696615,109.5306086,30.615262724657835,3.1218879764912417,1.5736897225847126,9.950747,0.0,8.117944633848413,1,3,0.0,0.0,0.044788219414375816,32014.822072003037,451.9218071031015,70.84150730937766,0.1,0.29216792877902814,low,normal,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,,,"https://www.google.com/maps?q=-6.8696615,109.5306086",49.44474,5.041960302447829,Non-Event,Non-Event,condition_like,0.9389876370669209,ML_Ensemble(RF),Dipelajari dari data (Confidence: 94%),False
293,1776413104.188,-6.8573752,109.4534641,-32.10599681125388,-3.273900548225325,1.9467040417716297,6.420327,0.0,7.63077179720426,1,2,0.0,0.0,0.2135989639809953,33588.926361379396,831.5556285229311,40.39287952466822,0.1,0.29062497857353636,low,normal,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.8573752,109.4534641",55.301544,5.639188101951227,Non-Event,Non-Event,condition_like,0.753290681779702,ML_Ensemble(RF),Dipelajari dari data (Confidence: 75%),True
405,1776417654.076,-6.9691931,109.4839123,-30.198684185567856,-3.079408787462371,2.5323269282235756,5.788573,0.0,7.797287178236139,2,3,0.18400001525878906,0.0,0.08963435036440393,27982.120498686018,690.1783850105986,40.54331614241005,0.18400001525878906,0.29029954701217986,low,normal,2403297f-866d-495e-a41b-b29966866b69,,,"https://www.google.com/maps?q=-6.9691931,109.4839123",46.112015,4.702116930858143,Non-Event,Non-Event,condition_like,0.8075008624036757,ML_Ensemble(RF),Dipelajari dari data (Confidence: 81%),False
232,1776330451.248,-6.9000137,109.5269511,-30.7638001599707,-3.137034579593511,1.1352800998388022,12.723315,0.0,9.268588080372018,2,6,0.24499988555908203,0.0,0.011958087760228728,39463.875344043474,671.8182670319883,58.74189080872749,0.24499988555908203,0.2901209713698927,low,normal,44eda033-50cf-4664-89ef-2aa88372c53f,,,"https://www.google.com/maps?q=-6.9000137,109.5269511",32.847363,3.3494988604671323,Non-Event,Non-Event,condition_like,0.8437397738190576,ML_Ensemble(RF),Dipelajari dari data (Confidence: 84%),False
183,1776327802.636,-6.9004586,109.513577,30.162892423613087,3.0757590434667383,1.3599205784960389,13.091223,0.0,8.774159277808241,1,2,0.0,0.0,0.05764545907499404,27046.1024138859,216.11691426251772,125.14569894278259,0.1,0.28837541177062204,low,normal,635ce134-fb1a-4d66-97a1-2eba272d836a,,,"https://www.google.com/maps?q=-6.9004586,109.513577",44.497204,4.5374520350986325,Non-Event,Non-Event,condition_like,0.9469876370669209,ML_Ensemble(RF),Dipelajari dari data (Confidence: 95%),False
254,1776412770.697,-6.8725567,109.44295,30.52470572288243,3.1126537322003367,1.442817172012622,8.278792,0.0,8.195213222915331,2,3,0.43200016021728516,0.0,0.02795926461401296,44634.54853758009,994.944548011602,44.86134285767076,0.43200016021728516,0.2879317992169309,low,normal,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.8725567,109.44295",70.169464,7.155294009677108,Non-Event,Non-Event,condition_like,0.7816625509566687,ML_Ensemble(RF),Dipelajari dari data (Confidence: 78%),True
97,1775973740.984,-6.8538295,109.4532564,33.00013472267438,3.365077240716696,2.016342935883552,5.319298,0.0,7.7871498853255945,1,4,0.0,0.0,0.29100514807034283,28780.325034886315,710.1504860241789,40.5270792047016,0.1,0.28712956189954303,low,normal,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8538295,109.4532564",47.93429,4.887937267058578,Non-Event,Non-Event,condition_like,0.7641478246368449,ML_Ensemble(RF),Dipelajari dari data (Confidence: 76%),True
288,1776413021.018,-6.8623057,109.4532228,-33.32261300530962,-3.3979608740303386,1.576986121282857,6.7812223,0.0,7.191511641434067,0,5,0.0,0.0,0.47747622707699133,24604.066562742864,747.8270921096172,32.900742416852204,0.0,0.28710386038922625,low,normal,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.8623057,109.4532228",61.038277,6.224172066913779,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False
313,1776413671.779,-6.8348661,109.4553644,41.84414961052302,4.2669157776124385,2.070532316745503,0.00244016,0.0,8.406494411686548,3,5,0.4484999179840088,0.03250002861022949,0.4916779247197486,35115.246102372344,1342.949288243465,26.14785709604427,0.8969998359680176,0.2867667924412529,low,normal,40a7a6c4-b8d9-447a-ba96-8503647f43bb,,,"https://www.google.com/maps?q=-6.8348661,109.4553644",76.75168,7.826493246929379,Non-Event,Rough Road,condition_like,0.72,R7,struktur kontinu panjang + noisy/dense → Non-Event,True
151,1776326745.074,-6.849285,109.4826767,30.747490778268933,3.135371485499017,1.0928737525727754,8.61542,0.0,9.008060797443758,2,2,0.16899991035461426,0.0,0.21985105787521714,31982.474906685897,803.4287212080758,39.80748263366532,0.16899991035461426,0.285985737045128,low,normal,2ba192ad-a007-47e8-843d-e4f356c01155,,,"https://www.google.com/maps?q=-6.849285,109.4826767",53.818886,5.4879990618610845,Non-Event,Non-Event,condition_like,0.8450376015266218,ML_Ensemble(RF),Dipelajari dari data (Confidence: 85%),False
270,1776412849.227,-6.873462,109.4486289,31.243895618923773,3.1859906919206633,1.3988834074561933,7.9962893,0.0,7.6050282190691645,1,3,0.0,0.0,0.02525439323153804,36347.2252730064,648.6533885425312,56.03489607699517,0.1,0.2856526937903445,low,normal,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.873462,109.4486289",52.490913,5.352583502011391,Non-Event,Non-Event,condition_like,0.8035383804411939,ML_Ensemble(RF),Dipelajari dari data (Confidence: 80%),False
142,1776325520.842,-6.8933476,109.4072948,29.435061633157247,3.001540957733502,2.8668293344684384,2.7220306,0.0,10.41872672417994,0,2,0.0,0.0,0.4177326053694926,43603.37741019752,758.6500281437776,57.47495648211978,0.0,0.28388149459875917,low,normal,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,,,"https://www.google.com/maps?q=-6.8933476,109.4072948",66.63195,6.794567971733468,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False
41,1775973279.854,-6.8830933,109.4474333,-36.22111953135406,-3.693526283833324,0.38677222463615457,7.538107,0.0,7.705834041755609,1,3,0.0,0.0,0.20140211463050392,24277.746112835568,766.3434065219787,31.67998298744324,0.1,0.28272392527376056,low,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,,,"https://www.google.com/maps?q=-6.8830933,109.4474333",59.96745,6.1149781015943265,Non-Event,Non-Event,condition_like,0.9062866857757059,ML_Ensemble(RF),Dipelajari dari data (Confidence: 91%),False
308,1776413494.622,-6.8367664,109.4513133,-38.772919597014045,-3.9537374737564863,1.152910032469468,2.20134,0.0,9.865154968974089,3,5,0.5235000848770142,0.278499960899353,0.15485040937482644,40887.51685152891,1131.944571249921,36.12148320147728,1.0470001697540283,0.2813602572683439,low,normal,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.8367664,109.4513133",52.664764,5.370311370345633,Non-Event,Non-Event,condition_like,0.5174415954415954,ML_Ensemble(RF)_LOW_CONF,"ML ragu-ragu (Conf: 52%), pakai tebakan terbaik ML",True
39,1775973263.56,-6.8833,109.448115,35.86015398392732,3.6567180417295733,1.1741638500306293,7.2416267,0.0,5.491737244320931,2,4,0.9249999523162842,0.0,0.10268104618573556,16668.485603629404,338.8012846864578,49.19841307525375,0.9249999523162842,0.28054676411530044,low,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,,,"https://www.google.com/maps?q=-6.8833,109.448115",55.970535,5.707406198854859,Non-Event,Non-Event,condition_like,0.8928750894837851,ML_Ensemble(RF),Dipelajari dari data (Confidence: 89%),False
